Date,Day,Time,Order ID,Table Number,Item Name,Category,Quantity,Unit Price,Total Sale,Payment Method,Server Name,Customer Type,Dine Type
2024-04-14,Sunday,01:43 PM,ORD1646,10,Lemonade,Drink,3,2.99,8.97,Cash,Alice,New,Takeaway
2024-06-20,Thursday,03:12 PM,ORD1647,19,Iced Tea,Drink,4,2.79,11.16,Online,Alice,Returning,Takeaway
2024-02-05,Monday,10:00 PM,ORD1648,12,Orange Juice,Drink,2,3.29,6.58,Online,Diana,New,Delivery
2024-01-19,Friday,04:34 PM,ORD1649,2,Garlic Bread,Side,5,3.49,17.45,Card,Diana,Returning,Delivery
2024-06-05,Wednesday,07:15 PM,ORD1650,20,Chocolate Cake,Dessert,1,5.99,5.99,Card,Alice,Returning,Dine-in
2024-01-29,Monday,04:32 PM,ORD1651,20,Mozzarella Sticks,Side,4,4.99,19.96,Cash,Carlos,Returning,Dine-in
2024-06-14,Friday,07:32 PM,ORD1652,7,Caesar Salad,Side,5,6.99,34.95,Cash,Carlos,New,Delivery
2024-01-30,Tuesday,09:04 PM,ORD1653,7,Apple Pie,Dessert,5,4.79,23.95,Online,Bob,Returning,Takeaway
2024-03-09,Saturday,06:35 PM,ORD1654,2,Coffee,Drink,3,2.5,7.5,Cash,Carlos,Returning,Takeaway
2024-05-04,Saturday,06:33 PM,ORD1655,16,Fish Tacos,Main,1,12.59,12.59,Online,Carlos,Returning,Delivery
2024-04-04,Thursday,09:29 PM,ORD1656,15,Caesar Salad,Side,2,6.99,13.98,Cash,Alice,Returning,Dine-in
2024-03-14,Thursday,11:18 AM,ORD1657,9,French Fries,Side,2,4.5,9.0,Cash,Bob,Returning,Dine-in
2024-02-22,Thursday,06:53 PM,ORD1658,14,Grilled Chicken,Main,3,12.99,38.97,Online,Bob,Returning,Takeaway
2024-04-17,Wednesday,05:34 PM,ORD1659,7,Grilled Chicken,Main,3,12.99,38.97,Cash,Alice,New,Delivery
2024-06-14,Friday,03:43 PM,ORD1660,11,Coffee,Drink,5,2.5,12.5,Online,Carlos,Returning,Delivery
2024-06-19,Wednesday,09:53 PM,ORD1661,15,Fish Tacos,Main,5,12.59,62.95,Card,Carlos,New,Takeaway
2024-02-13,Tuesday,02:26 PM,ORD1662,12,Ice Cream,Dessert,4,3.99,15.96,Card,Alice,New,Takeaway
2024-03-13,Wednesday,05:46 PM,ORD1663,6,Iced Tea,Drink,5,2.79,13.95,Online,Carlos,New,Dine-in
2024-06-26,Wednesday,09:22 PM,ORD1664,8,Lemonade,Drink,2,2.99,5.98,Cash,Alice,Returning,Delivery
2024-02-02,Friday,05:31 PM,ORD1665,6,Veggie Pizza,Main,3,11.99,35.97,Cash,Alice,Returning,Takeaway
2024-02-07,Wednesday,04:21 PM,ORD1666,6,Tiramisu,Dessert,5,6.49,32.45,Online,Carlos,New,Dine-in
2024-04-13,Saturday,06:31 PM,ORD1667,11,Lemonade,Drink,4,2.99,11.96,Cash,Alice,Returning,Delivery
2024-06-29,Saturday,03:02 PM,ORD1668,19,Apple Pie,Dessert,3,4.79,14.37,Online,Bob,Returning,Takeaway
2024-06-25,Tuesday,11:55 AM,ORD1669,5,Apple Pie,Dessert,1,4.79,4.79,Online,Alice,Returning,Dine-in
2024-04-12,Friday,08:32 PM,ORD1670,12,Ice Cream,Dessert,4,3.99,15.96,Cash,Carlos,New,Delivery
2024-06-13,Thursday,01:19 PM,ORD1671,9,Fish Tacos,Main,2,12.59,25.18,Cash,Alice,New,Delivery
2024-04-24,Wednesday,09:33 PM,ORD1672,13,Caesar Salad,Side,5,6.99,34.95,Cash,Diana,Returning,Delivery
2024-06-03,Monday,06:43 PM,ORD1673,13,Cheeseburger,Main,3,10.49,31.47,Cash,Diana,Returning,Takeaway
2024-04-05,Friday,10:12 AM,ORD1674,12,Spaghetti Bolognese,Main,3,13.49,40.47,Card,Diana,New,Dine-in
2024-04-23,Tuesday,05:05 PM,ORD1675,6,Tiramisu,Dessert,3,6.49,19.47,Online,Diana,Returning,Dine-in
2024-05-30,Thursday,08:12 PM,ORD1676,7,Caesar Salad,Side,2,6.99,13.98,Card,Diana,Returning,Dine-in
2024-05-31,Friday,04:24 PM,ORD1677,14,Caesar Salad,Side,1,6.99,6.99,Online,Carlos,Returning,Dine-in
2024-05-22,Wednesday,05:53 PM,ORD1678,6,Lemonade,Drink,2,2.99,5.98,Card,Carlos,Returning,Dine-in
2024-03-18,Monday,07:59 PM,ORD1679,18,Spaghetti Bolognese,Main,4,13.49,53.96,Online,Diana,New,Dine-in
2024-01-01,Monday,12:37 PM,ORD1680,16,Veggie Pizza,Main,3,11.99,35.97,Cash,Carlos,Returning,Dine-in
2024-05-05,Sunday,09:44 PM,ORD1681,4,Ice Cream,Dessert,1,3.99,3.99,Card,Diana,New,Delivery
2024-04-02,Tuesday,07:55 PM,ORD1682,14,Apple Pie,Dessert,5,4.79,23.95,Card,Diana,New,Takeaway
2024-05-11,Saturday,07:49 PM,ORD1683,6,Grilled Chicken,Main,3,12.99,38.97,Online,Alice,New,Takeaway
2024-04-28,Sunday,09:49 PM,ORD1684,6,Lemonade,Drink,3,2.99,8.97,Cash,Carlos,Returning,Takeaway
2024-06-11,Tuesday,04:04 PM,ORD1685,10,Cheeseburger,Main,3,10.49,31.47,Online,Alice,New,Delivery
2024-02-16,Friday,11:36 AM,ORD1686,11,Iced Tea,Drink,5,2.79,13.95,Card,Carlos,Returning,Delivery
2024-06-27,Thursday,09:44 PM,ORD1687,18,Mozzarella Sticks,Side,1,4.99,4.99,Online,Carlos,New,Dine-in
2024-02-05,Monday,06:50 PM,ORD1688,16,Spaghetti Bolognese,Main,3,13.49,40.47,Card,Carlos,New,Dine-in
2024-02-25,Sunday,12:38 PM,ORD1689,7,Fish Tacos,Main,2,12.59,25.18,Online,Alice,Returning,Takeaway
2024-01-20,Saturday,11:59 AM,ORD1690,16,Lemonade,Drink,1,2.99,2.99,Card,Carlos,Returning,Dine-in
2024-04-23,Tuesday,08:11 PM,ORD1691,6,Fish Tacos,Main,3,12.59,37.77,Online,Carlos,New,Delivery
2024-01-31,Wednesday,01:47 PM,ORD1692,8,Lemonade,Drink,2,2.99,5.98,Card,Bob,New,Dine-in
2024-01-21,Sunday,05:15 PM,ORD1693,1,French Fries,Side,1,4.5,4.5,Card,Diana,New,Dine-in
2024-01-28,Sunday,10:33 AM,ORD1694,2,Fish Tacos,Main,5,12.59,62.95,Card,Alice,Returning,Dine-in
2024-01-17,Wednesday,03:08 PM,ORD1695,4,Grilled Chicken,Main,1,12.99,12.99,Online,Bob,New,Dine-in
2024-06-20,Thursday,03:59 PM,ORD1696,5,Grilled Chicken,Main,1,12.99,12.99,Online,Carlos,Returning,Takeaway
2024-02-11,Sunday,06:32 PM,ORD1697,19,Ice Cream,Dessert,5,3.99,19.95,Cash,Alice,New,Delivery
2024-02-25,Sunday,01:16 PM,ORD1698,18,Spaghetti Bolognese,Main,2,13.49,26.98,Cash,Alice,New,Delivery
2024-05-01,Wednesday,04:15 PM,ORD1699,4,Iced Tea,Drink,4,2.79,11.16,Cash,Carlos,Returning,Takeaway
